,fname,labels,mids
4296,235564,"['Tap', 'Keys_jangling']","/m/07qcpgn,/m/03v3yw"
4297,397270,"['Tap', 'Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/07qcpgn,/m/04brg2,/m/07q7njn"
4298,395308,"['Tap', 'Dishes_and_pots_and_pans']","/m/07qcpgn,/m/04brg2"
4299,205083,"['Tap', 'Keys_jangling']","/m/07qcpgn,/m/03v3yw"
4300,189971,"['Tap', 'Trickle_and_dribble', 'Clunk', 'Water_tap_and_faucet']","/m/07qcpgn,/m/07pqc89,/t/dd00108,/m/02jz0l"
4301,108452,"['Tap', 'Scissors', 'Tearing']","/m/07qcpgn,/m/01lsmm,/m/07qcx4z"
4302,316956,['Tap'],/m/07qcpgn
4303,100,"['Tap', 'Chirp_and_tweet', 'Waves_and_surf']","/m/07qcpgn,/m/07pggtn,/m/034srq"
4304,318670,"['Tap', 'Scissors']","/m/07qcpgn,/m/01lsmm"
4305,338405,"['Tap', 'Tick-tock']","/m/07qcpgn,/m/07qjznl"
4306,185055,"['Tap', 'Printer']","/m/07qcpgn,/m/01m4t"
4307,189666,['Tap'],/m/07qcpgn
4308,402937,"['Tap', 'Scissors']","/m/07qcpgn,/m/01lsmm"
4309,404814,['Tap'],/m/07qcpgn
4310,246059,"['Tap', 'Fill_(with_liquid)', 'Hiss']","/m/07qcpgn,/m/07p7b8y,/m/07rjwbb"
4311,235964,"['Tap', 'Digestive', 'Electric_toothbrush', 'Buzz']","/m/07qcpgn,/m/0160x5,/m/04fgwm,/m/07pjwq1"
4312,406839,"['Tap', 'Clapping']","/m/07qcpgn,/m/0l15bq"
4313,392482,['Tap'],/m/07qcpgn
4314,85769,['Tap'],/m/07qcpgn
4315,326642,['Tap'],/m/07qcpgn
4316,344147,"['Tap', 'Slosh']","/m/07qcpgn,/m/07p6mqd"
4317,204605,['Tap'],/m/07qcpgn
4318,344145,"['Tap', 'Slosh']","/m/07qcpgn,/m/07p6mqd"
4319,205079,"['Tap', 'Toilet_flush']","/m/07qcpgn,/m/01jt3m"
4320,366957,"['Tap', 'Chink_and_clink']","/m/07qcpgn,/m/07q7njn"
4322,408561,"['Tap', 'Scissors']","/m/07qcpgn,/m/01lsmm"
4323,186405,['Tap'],/m/07qcpgn
4324,83537,"['Tap', 'Toilet_flush']","/m/07qcpgn,/m/01jt3m"
4325,325947,"['Tap', 'Zipper_(clothing)']","/m/07qcpgn,/m/01s0vc"
4326,120027,"['Tap', 'Drip', 'Fill_(with_liquid)', 'Water_tap_and_faucet', 'Gurgling']","/m/07qcpgn,/m/07r5v4s,/m/07p7b8y,/m/02jz0l,/m/07swgks"
4327,205104,"['Tap', 'Zipper_(clothing)']","/m/07qcpgn,/m/01s0vc"
4328,117812,"['Tap', 'Speech_synthesizer']","/m/07qcpgn,/m/0brhx"
4329,248046,"['Tap', 'Keys_jangling']","/m/07qcpgn,/m/03v3yw"
4330,393900,"['Tap', 'Scissors', 'Tearing']","/m/07qcpgn,/m/01lsmm,/m/07qcx4z"
4331,44775,"['Tap', 'Fill_(with_liquid)', 'Gurgling']","/m/07qcpgn,/m/07p7b8y,/m/07swgks"
4332,387216,['Tap'],/m/07qcpgn
4333,42966,"['Tap', 'Toothbrush', 'Sniff']","/m/07qcpgn,/m/012xff,/m/07ppn3j"
4334,340026,"['Tap', 'Water_tap_and_faucet']","/m/07qcpgn,/m/02jz0l"
4335,339464,"['Tap', 'Chink_and_clink']","/m/07qcpgn,/m/07q7njn"
4336,402773,['Tap'],/m/07qcpgn
4337,205103,"['Tap', 'Scissors']","/m/07qcpgn,/m/01lsmm"
4338,339675,"['Tap', 'Dishes_and_pots_and_pans']","/m/07qcpgn,/m/04brg2"
4339,339951,"['Tap', 'Tick']","/m/07qcpgn,/m/07qjznt"
4340,366643,['Tap'],/m/07qcpgn
4341,408745,['Tap'],/m/07qcpgn
4342,397265,['Tap'],/m/07qcpgn
4343,395079,"['Tap', 'Fill_(with_liquid)', 'Trickle_and_dribble', 'Clunk', 'Sink_(filling_or_washing)', 'Water_tap_and_faucet', 'Chink_and_clink']","/m/07qcpgn,/m/07p7b8y,/m/07pqc89,/t/dd00108,/m/0130jx,/m/02jz0l,/m/07q7njn"
4344,245765,"['Tap', 'Drawer_open_or_close']","/m/07qcpgn,/m/0fqfqc"
4345,235614,"['Tap', 'Keys_jangling']","/m/07qcpgn,/m/03v3yw"
4346,366976,['Tap'],/m/07qcpgn
4347,381527,['Purr'],/m/02yds9
4348,74732,['Purr'],/m/02yds9
4349,111398,['Purr'],/m/02yds9
4350,268538,['Purr'],/m/02yds9
4351,77404,['Purr'],/m/02yds9
4352,389751,['Purr'],/m/02yds9
4353,90742,['Purr'],/m/02yds9
4354,395297,['Purr'],/m/02yds9
4355,176964,['Purr'],/m/02yds9
4356,366028,['Purr'],/m/02yds9
4357,107125,['Purr'],/m/02yds9
4358,26769,['Purr'],/m/02yds9
4359,264046,['Purr'],/m/02yds9
4360,162793,['Purr'],/m/02yds9
4361,244226,['Purr'],/m/02yds9
4362,368011,"['Purr', 'Growling']","/m/02yds9,/m/0ghcn6"
4363,135903,['Purr'],/m/02yds9
4364,407348,['Purr'],/m/02yds9
4365,31505,['Purr'],/m/02yds9
4366,106245,['Purr'],/m/02yds9
4368,42959,['Purr'],/m/02yds9
4369,420887,['Purr'],/m/02yds9
4370,407745,['Purr'],/m/02yds9
4371,407555,"['Purr', 'Chirp_and_tweet']","/m/02yds9,/m/07pggtn"
4372,70907,['Purr'],/m/02yds9
4373,167201,['Purr'],/m/02yds9
4374,408832,['Purr'],/m/02yds9
4375,184663,['Purr'],/m/02yds9
4376,326296,['Purr'],/m/02yds9
4377,86756,['Purr'],/m/02yds9
4378,252645,['Purr'],/m/02yds9
4379,393895,['Purr'],/m/02yds9
4380,344578,['Purr'],/m/02yds9
4381,31540,['Purr'],/m/02yds9
4382,366407,['Purr'],/m/02yds9
4383,194926,['Purr'],/m/02yds9
4384,394056,"['Purr', 'Chirp_and_tweet']","/m/02yds9,/m/07pggtn"
4385,182854,['Purr'],/m/02yds9
4386,192181,['Purr'],/m/02yds9
4387,410172,['Purr'],/m/02yds9
4388,254080,['Purr'],/m/02yds9
4389,106018,['Purr'],/m/02yds9
4390,326295,['Purr'],/m/02yds9
4391,337200,['Purr'],/m/02yds9
4392,93847,['Purr'],/m/02yds9
4393,326452,"['Purr', 'Chirp_and_tweet']","/m/02yds9,/m/07pggtn"
4394,266610,['Purr'],/m/02yds9
4395,95517,['Purr'],/m/02yds9
4396,320492,"['Tick', 'Chime']","/m/07qjznt,/m/0f8s22"
4397,410237,"['Tick', 'Drill']","/m/07qjznt,/m/01d380"
4398,393465,"['Tick', 'Cellphone_buzz_and_vibrating_alert']","/m/07qjznt,/m/01sb50"
4399,21109,"['Tick', 'Crackle']","/m/07qjznt,/m/07pzfmf"
4400,83915,"['Tick', 'Cash_register', 'Printer']","/m/07qjznt,/m/024dl,/m/01m4t"
4401,18260,['Tick'],/m/07qjznt
4402,328107,['Tick'],/m/07qjznt
4403,180521,['Tick'],/m/07qjznt
4404,320268,"['Tick', 'Splash_and_splatter']","/m/07qjznt,/m/07rrlb6"
4405,403518,['Tick'],/m/07qjznt
4406,206007,['Tick'],/m/07qjznt
4407,366897,['Tick'],/m/07qjznt
4408,131579,"['Tick', 'Car_passing_by', 'Traffic_noise_and_roadway_noise']","/m/07qjznt,/t/dd00134,/m/0btp2"
4409,70090,"['Tick', 'Chime']","/m/07qjznt,/m/0f8s22"
4410,180520,['Tick'],/m/07qjznt
4411,61053,"['Tick', 'Car']","/m/07qjznt,/m/0k4j"
4412,404000,['Tick'],/m/07qjznt
4413,16794,"['Tick', 'Wind_noise_(microphone)', 'Crackle']","/m/07qjznt,/t/dd00092,/m/07pzfmf"
4414,328069,['Tick'],/m/07qjznt
4415,180538,['Tick'],/m/07qjznt
4416,94122,['Tick'],/m/07qjznt
4417,163418,['Tick'],/m/07qjznt
4418,409033,"['Tick', 'Chime']","/m/07qjznt,/m/0f8s22"
4419,328067,['Tick'],/m/07qjznt
4420,191904,['Tick'],/m/07qjznt
4421,408043,['Tick'],/m/07qjznt
4422,142593,['Tick'],/m/07qjznt
4423,326123,"['Tick', 'Tools']","/m/07qjznt,/m/07k1x"
4424,406836,['Tick'],/m/07qjznt
4425,206171,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4426,38542,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4427,157156,['Dishes_and_pots_and_pans'],/m/04brg2
4428,157153,['Dishes_and_pots_and_pans'],/m/04brg2
4429,327668,"['Dishes_and_pots_and_pans', 'Chink_and_clink', 'Crushing']","/m/04brg2,/m/07q7njn,/m/07plct2"
4430,206151,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4431,221791,['Dishes_and_pots_and_pans'],/m/04brg2
4432,96027,"['Dishes_and_pots_and_pans', 'Clunk']","/m/04brg2,/t/dd00108"
4433,221788,"['Dishes_and_pots_and_pans', 'Percussion']","/m/04brg2,/m/0l14md"
4434,13511,"['Dishes_and_pots_and_pans', 'Clunk']","/m/04brg2,/t/dd00108"
4435,172758,"['Dishes_and_pots_and_pans', 'Crack', 'Chirp_and_tweet', 'Crackle']","/m/04brg2,/m/07qs1cx,/m/07pggtn,/m/07pzfmf"
4436,221785,"['Dishes_and_pots_and_pans', 'Percussion']","/m/04brg2,/m/0l14md"
4437,82262,['Dishes_and_pots_and_pans'],/m/04brg2
4438,169928,"['Dishes_and_pots_and_pans', 'Thump_and_thud']","/m/04brg2,/m/07qnq_y"
4439,205016,['Dishes_and_pots_and_pans'],/m/04brg2
4440,391496,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4441,427008,['Dishes_and_pots_and_pans'],/m/04brg2
4442,402166,"['Dishes_and_pots_and_pans', 'Splash_and_splatter', 'Clunk', 'Sink_(filling_or_washing)', 'Water_tap_and_faucet', 'Chink_and_clink']","/m/04brg2,/m/07rrlb6,/t/dd00108,/m/0130jx,/m/02jz0l,/m/07q7njn"
4443,321203,['Dishes_and_pots_and_pans'],/m/04brg2
4444,161657,['Dishes_and_pots_and_pans'],/m/04brg2
4445,33853,['Dishes_and_pots_and_pans'],/m/04brg2
4446,404410,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4447,331646,['Dishes_and_pots_and_pans'],/m/04brg2
4448,266950,['Dishes_and_pots_and_pans'],/m/04brg2
4450,33854,['Dishes_and_pots_and_pans'],/m/04brg2
4451,181261,['Dishes_and_pots_and_pans'],/m/04brg2
4452,214356,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4453,115534,"['Dishes_and_pots_and_pans', 'Dog', 'Liquid']","/m/04brg2,/m/0bt9lr,/m/04k94"
4454,390342,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4455,269337,"['Stir', 'Dishes_and_pots_and_pans']","/m/07ptfmf,/m/04brg2"
4456,35837,['Dishes_and_pots_and_pans'],/m/04brg2
4457,221786,"['Dishes_and_pots_and_pans', 'Percussion']","/m/04brg2,/m/0l14md"
4458,105385,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4459,353793,['Dishes_and_pots_and_pans'],/m/04brg2
4460,157157,['Dishes_and_pots_and_pans'],/m/04brg2
4461,90656,['Dishes_and_pots_and_pans'],/m/04brg2
4462,379506,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4463,390340,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4464,370876,"['Dishes_and_pots_and_pans', 'Sink_(filling_or_washing)']","/m/04brg2,/m/0130jx"
4465,157152,['Dishes_and_pots_and_pans'],/m/04brg2
4466,256579,['Dishes_and_pots_and_pans'],/m/04brg2
4467,386748,['Dishes_and_pots_and_pans'],/m/04brg2
4469,338392,"['Dishes_and_pots_and_pans', 'Clunk']","/m/04brg2,/t/dd00108"
4470,157150,['Dishes_and_pots_and_pans'],/m/04brg2
4471,221787,"['Dishes_and_pots_and_pans', 'Percussion']","/m/04brg2,/m/0l14md"
4472,267486,['Dishes_and_pots_and_pans'],/m/04brg2
4473,96025,['Dishes_and_pots_and_pans'],/m/04brg2
4474,90381,['Dishes_and_pots_and_pans'],/m/04brg2
4475,144187,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4476,413202,['Dishes_and_pots_and_pans'],/m/04brg2
4477,105380,"['Dishes_and_pots_and_pans', 'Finger_snapping']","/m/04brg2,/m/025_jnm"
4479,266949,['Dishes_and_pots_and_pans'],/m/04brg2
4480,33852,['Dishes_and_pots_and_pans'],/m/04brg2
4481,39319,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4482,82043,['Dishes_and_pots_and_pans'],/m/04brg2
4483,205040,['Dishes_and_pots_and_pans'],/m/04brg2
4484,388272,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4485,326978,"['Dishes_and_pots_and_pans', 'Chink_and_clink']","/m/04brg2,/m/07q7njn"
4486,365569,['Dishes_and_pots_and_pans'],/m/04brg2
4487,321198,['Dishes_and_pots_and_pans'],/m/04brg2
4488,35835,['Dishes_and_pots_and_pans'],/m/04brg2
4489,105381,"['Dishes_and_pots_and_pans', 'Finger_snapping']","/m/04brg2,/m/025_jnm"
4490,268128,"['Dishes_and_pots_and_pans', 'Microwave_oven']","/m/04brg2,/m/0fx9l"
4491,144184,['Dishes_and_pots_and_pans'],/m/04brg2
4493,321200,['Dishes_and_pots_and_pans'],/m/04brg2
4494,427140,['Dishes_and_pots_and_pans'],/m/04brg2
4495,35836,['Dishes_and_pots_and_pans'],/m/04brg2
4498,19704,['Speech_synthesizer'],/m/0brhx
4500,420718,['Speech_synthesizer'],/m/0brhx
4502,118564,['Speech_synthesizer'],/m/0brhx
4503,420715,['Speech_synthesizer'],/m/0brhx
4506,140351,['Speech_synthesizer'],/m/0brhx
4508,7928,['Speech_synthesizer'],/m/0brhx
4511,198297,['Siren'],/m/03kmc9
4512,414494,['Siren'],/m/03kmc9
4513,253605,"['Siren', 'Fireworks']","/m/03kmc9,/m/0g6b5"
4515,369202,['Siren'],/m/03kmc9
4517,345813,['Siren'],/m/03kmc9
4518,104293,['Siren'],/m/03kmc9
4519,371179,['Siren'],/m/03kmc9
4520,135853,"['Ratchet_and_pawl', 'Tools']","/m/02bm9n,/m/07k1x"
4521,96147,['Ratchet_and_pawl'],/m/02bm9n
4522,376195,['Ratchet_and_pawl'],/m/02bm9n
4523,106111,['Ratchet_and_pawl'],/m/02bm9n
4524,319996,['Ratchet_and_pawl'],/m/02bm9n
4525,163412,['Ratchet_and_pawl'],/m/02bm9n
4526,365779,['Ratchet_and_pawl'],/m/02bm9n
4527,333610,"['Ratchet_and_pawl', 'Percussion']","/m/02bm9n,/m/0l14md"
4528,78524,"['Ratchet_and_pawl', 'Percussion']","/m/02bm9n,/m/0l14md"
4529,163411,['Ratchet_and_pawl'],/m/02bm9n
4530,323678,['Ratchet_and_pawl'],/m/02bm9n
4531,333613,"['Ratchet_and_pawl', 'Percussion']","/m/02bm9n,/m/0l14md"
4532,163413,['Ratchet_and_pawl'],/m/02bm9n
4533,151248,['Ratchet_and_pawl'],/m/02bm9n
4534,181634,['Ratchet_and_pawl'],/m/02bm9n
4535,131200,"['Ratchet_and_pawl', 'Tools']","/m/02bm9n,/m/07k1x"
4536,383887,['Ratchet_and_pawl'],/m/02bm9n
4537,135850,"['Ratchet_and_pawl', 'Tools']","/m/02bm9n,/m/07k1x"
4538,156996,"['Ratchet_and_pawl', 'Bicycle']","/m/02bm9n,/m/0199g"
4539,163414,['Ratchet_and_pawl'],/m/02bm9n
4540,163421,['Ratchet_and_pawl'],/m/02bm9n
4541,327906,"['Ratchet_and_pawl', 'Bicycle']","/m/02bm9n,/m/0199g"
4542,85722,"['Ratchet_and_pawl', 'Tools']","/m/02bm9n,/m/07k1x"
4543,135851,"['Ratchet_and_pawl', 'Tools']","/m/02bm9n,/m/07k1x"
4544,73265,['Ratchet_and_pawl'],/m/02bm9n
4545,326114,['Ratchet_and_pawl'],/m/02bm9n
4546,126043,"['Ratchet_and_pawl', 'Car']","/m/02bm9n,/m/0k4j"
4547,106110,['Ratchet_and_pawl'],/m/02bm9n
4548,333611,"['Ratchet_and_pawl', 'Percussion']","/m/02bm9n,/m/0l14md"
4549,63125,['Ratchet_and_pawl'],/m/02bm9n
4550,353108,['Ratchet_and_pawl'],/m/02bm9n
4551,117574,"['Ratchet_and_pawl', 'Car']","/m/02bm9n,/m/0k4j"
4552,347359,"['Ratchet_and_pawl', 'Gears', 'Musical_instrument']","/m/02bm9n,/m/0l7xg,/m/04szw"
4553,193058,['Ratchet_and_pawl'],/m/02bm9n
4554,162807,"['Ratchet_and_pawl', 'Gears']","/m/02bm9n,/m/0l7xg"
4555,96148,"['Ratchet_and_pawl', 'Clock']","/m/02bm9n,/m/01x3z"
4556,85720,"['Ratchet_and_pawl', 'Tools']","/m/02bm9n,/m/07k1x"
4557,408482,['Ratchet_and_pawl'],/m/02bm9n
4558,366052,"['Ratchet_and_pawl', 'Chirp_and_tweet']","/m/02bm9n,/m/07pggtn"
4559,106109,['Ratchet_and_pawl'],/m/02bm9n
4560,135846,"['Ratchet_and_pawl', 'Tools']","/m/02bm9n,/m/07k1x"
4561,85721,['Ratchet_and_pawl'],/m/02bm9n
4562,94133,['Ratchet_and_pawl'],/m/02bm9n
4563,120042,['Ratchet_and_pawl'],/m/02bm9n
4564,78525,"['Ratchet_and_pawl', 'Percussion']","/m/02bm9n,/m/0l14md"
4565,94131,['Ratchet_and_pawl'],/m/02bm9n
4566,212978,['Ratchet_and_pawl'],/m/02bm9n
4567,139001,['Ratchet_and_pawl'],/m/02bm9n
4568,333609,"['Ratchet_and_pawl', 'Percussion']","/m/02bm9n,/m/0l14md"
4569,136521,"['Ratchet_and_pawl', 'Clock', 'Gears']","/m/02bm9n,/m/01x3z,/m/0l7xg"
4570,78823,['Trumpet'],/m/07gql
4571,26197,['Trumpet'],/m/07gql
4572,212985,['Trumpet'],/m/07gql
4573,198874,['Trumpet'],/m/07gql
4574,413209,['Trumpet'],/m/07gql
4575,413204,['Trumpet'],/m/07gql
4576,110317,['Trumpet'],/m/07gql
4577,212988,['Trumpet'],/m/07gql
4578,413207,['Trumpet'],/m/07gql
4579,212981,['Trumpet'],/m/07gql
4580,152575,['Trumpet'],/m/07gql
4581,413205,['Trumpet'],/m/07gql
4582,2324,['Trumpet'],/m/07gql
4583,91346,['Trumpet'],/m/07gql
4584,91351,['Trumpet'],/m/07gql
4585,212990,['Trumpet'],/m/07gql
4586,256487,['Trumpet'],/m/07gql
4587,329349,['Trumpet'],/m/07gql
4588,12736,['Trumpet'],/m/07gql
4589,212984,['Trumpet'],/m/07gql
4590,212991,['Trumpet'],/m/07gql
4591,400163,['Trumpet'],/m/07gql
4592,397353,"['Trumpet', 'Cymbal']","/m/07gql,/m/01qbl"
4593,240195,['Trumpet'],/m/07gql
4594,212983,['Trumpet'],/m/07gql
4595,70890,['Trumpet'],/m/07gql
4596,91352,['Trumpet'],/m/07gql
4597,48225,['Trumpet'],/m/07gql
4598,91354,['Trumpet'],/m/07gql
4599,329351,['Trumpet'],/m/07gql
4600,424880,['Trumpet'],/m/07gql
4601,91350,['Trumpet'],/m/07gql
4602,48224,['Trumpet'],/m/07gql
4603,26198,['Trumpet'],/m/07gql
4604,48226,['Trumpet'],/m/07gql
4605,91353,['Trumpet'],/m/07gql
4606,2323,['Trumpet'],/m/07gql
4607,269272,"['Trumpet', 'Marimba_and_xylophone']","/m/07gql,/m/0dwsp"
4608,242208,"['Trumpet', 'Bass_drum']","/m/07gql,/m/0bm02"
4609,48223,['Trumpet'],/m/07gql
4610,53937,['Trumpet'],/m/07gql
4611,53933,['Trumpet'],/m/07gql
4612,369912,['Trumpet'],/m/07gql
4613,266310,['Trumpet'],/m/07gql
4614,212987,['Trumpet'],/m/07gql
4615,53931,['Trumpet'],/m/07gql
4616,383154,['Trumpet'],/m/07gql
4617,413211,"['Trumpet', 'Cough']","/m/07gql,/m/01b_21"
4618,192410,['Trumpet'],/m/07gql
4619,91356,['Trumpet'],/m/07gql
4620,91345,['Trumpet'],/m/07gql
4621,91343,['Trumpet'],/m/07gql
4622,128906,['Trombone'],/m/07c6l
4623,73750,['Trombone'],/m/07c6l
4624,130083,['Trombone'],/m/07c6l
4625,130084,['Trombone'],/m/07c6l
4626,130085,['Trombone'],/m/07c6l
4627,130086,['Trombone'],/m/07c6l
4628,341167,['Brass_instrument'],/m/01kcd
4629,69830,['Brass_instrument'],/m/01kcd
4630,69834,['Brass_instrument'],/m/01kcd
4631,69841,['Brass_instrument'],/m/01kcd
4632,69843,['Brass_instrument'],/m/01kcd
4633,69844,['Brass_instrument'],/m/01kcd
4634,69847,['Brass_instrument'],/m/01kcd
4635,69852,['Brass_instrument'],/m/01kcd
4636,127709,['Trombone'],/m/07c6l
4638,73587,['Trombone'],/m/07c6l
4639,146933,['Trombone'],/m/07c6l
4640,73590,['Trombone'],/m/07c6l
4641,73588,['Trombone'],/m/07c6l
4642,73589,['Trombone'],/m/07c6l
4643,360884,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4644,114503,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4645,16782,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4646,396483,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4647,37618,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4648,23442,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4649,367004,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4650,343168,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4651,195522,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4652,377329,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4653,17083,"['Raindrop', 'Thunder', 'Rain_on_surface']","/m/07r10fb,/m/0ngt1,/t/dd00038"
4654,110612,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4655,240230,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4656,34267,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4657,320062,"['Raindrop', 'Bird_vocalization_and_bird_call_and_bird_song', 'Rain_on_surface']","/m/07r10fb,/m/020bb7,/t/dd00038"
4658,338696,"['Raindrop', 'Drip', 'Splash_and_splatter', 'Clunk']","/m/07r10fb,/m/07r5v4s,/m/07rrlb6,/t/dd00108"
4659,414393,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4660,249324,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4661,240228,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4662,95085,"['Raindrop', 'Chirp_and_tweet', 'Rain_on_surface']","/m/07r10fb,/m/07pggtn,/t/dd00038"
4663,123396,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4664,102684,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4665,400077,"['Raindrop', 'Thunder', 'Rain_on_surface']","/m/07r10fb,/m/0ngt1,/t/dd00038"
4666,347854,"['Raindrop', 'Thunder', 'Drip']","/m/07r10fb,/m/0ngt1,/m/07r5v4s"
4667,379168,"['Raindrop', 'Drip', 'Trickle_and_dribble']","/m/07r10fb,/m/07r5v4s,/m/07pqc89"
4668,95086,"['Raindrop', 'Stream', 'Drip', 'Chirp_and_tweet']","/m/07r10fb,/m/0j6m2,/m/07r5v4s,/m/07pggtn"
4669,400384,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4670,402549,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4671,320063,"['Raindrop', 'Wind_noise_(microphone)']","/m/07r10fb,/t/dd00092"
4672,369989,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4673,342660,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4674,273331,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4675,47050,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4676,96079,"['Raindrop', 'Squawk', 'Thunder', 'Chirp_and_tweet']","/m/07r10fb,/m/07sx8x_,/m/0ngt1,/m/07pggtn"
4677,366246,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4678,101934,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4679,34269,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4680,115256,"['Raindrop', 'Thunder', 'Rain_on_surface']","/m/07r10fb,/m/0ngt1,/t/dd00038"
4681,108456,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4682,178632,"['Raindrop', 'Thunder', 'Rain_on_surface']","/m/07r10fb,/m/0ngt1,/t/dd00038"
4683,114521,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4684,316849,"['Raindrop', 'Thunder', 'Rain_on_surface']","/m/07r10fb,/m/0ngt1,/t/dd00038"
4685,347853,"['Raindrop', 'Thunder', 'Drip']","/m/07r10fb,/m/0ngt1,/m/07r5v4s"
4686,119500,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4687,118087,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4688,240079,"['Raindrop', 'Drip', 'Rain_on_surface']","/m/07r10fb,/m/07r5v4s,/t/dd00038"
4689,238012,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4690,79886,"['Raindrop', 'Thunder', 'Drip', 'Rain_on_surface']","/m/07r10fb,/m/0ngt1,/m/07r5v4s,/t/dd00038"
4691,42978,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4692,122809,"['Raindrop', 'Rain_on_surface']","/m/07r10fb,/t/dd00038"
4693,177156,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4694,400076,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4695,96078,"['Raindrop', 'Thunder', 'Chirp_and_tweet']","/m/07r10fb,/m/0ngt1,/m/07pggtn"
4696,328394,"['Raindrop', 'Rain_on_surface', 'Traffic_noise_and_roadway_noise']","/m/07r10fb,/t/dd00038,/m/0btp2"
4697,427752,"['Raindrop', 'Wind_noise_(microphone)', 'Chirp_and_tweet', 'Rain_on_surface']","/m/07r10fb,/t/dd00092,/m/07pggtn,/t/dd00038"
4698,243971,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4699,424770,['Raindrop'],/m/07r10fb
4700,387904,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4701,343741,"['Raindrop', 'Drip', 'Trickle_and_dribble']","/m/07r10fb,/m/07r5v4s,/m/07pqc89"
4702,240229,"['Raindrop', 'Thunder']","/m/07r10fb,/m/0ngt1"
4703,396996,"['Raindrop', 'Stream']","/m/07r10fb,/m/0j6m2"
4704,117302,"['Raindrop', 'Drip']","/m/07r10fb,/m/07r5v4s"
4705,110610,"['Quack', 'Raindrop', 'Bird_vocalization_and_bird_call_and_bird_song', 'Rain_on_surface']","/m/07qdb04,/m/07r10fb,/m/020bb7,/t/dd00038"
